slug,category,brand_name,url
little-passports,Educational,Little Passports,https://www.littlepassports.com
little-sleepies,Baby Clothing,Little Sleepies,https://littlesleepies.com
little-tikes,Outdoor,Little Tikes,https://www.littletikes.com
lofree,Keyboards,Lofree,https://www.lofree.co
logitech-g,Mice,Logitech G,https://www.logitechg.com
logitech-g-controll-2,Controllers,Logitech G,https://www.logitechg.com
lola,Feminine Care,Lola,https://mylola.com
loll-designs,Outdoor furniture,Loll Designs,https://lolldesigns.com
london-pen-co,Pens & Writing,London Pen Co.,https://www.londonpenco.com
looney-labs,Card Games,Looney Labs,https://www.looneylabs.com
love-wellness,Women's Health,Love Wellness,https://lovewellness.com
lovevery,Educational,Lovevery,https://lovevery.com
lovevery-baby-toy-2,Baby Toys,Lovevery,https://lovevery.com
lukie-games,Retro Game Retailer,Lukie Games,https://www.lukiegames.com
lulu,Printing services (DTC),Lulu,https://www.lulu.com
lululook,Cell Phones & Accessories,Lululook,https://www.lululook.com
lume-deodorant,Body Care,Lume Deodorant,https://lumedeodorant.com
lumi,Packaging & Shipping Supplies,Lumi,https://www.lumi.com
lumina,Webcams,Lumina,https://lumina.co
lunchmeat-vhs,Movies & TV,Lunchmeat VHS,https://lunchmeatvhs.com
lutron,Outdoor lighting,Lutron,https://www.lutron.com
luxtude,Cell Phones & Accessories,Luxtude,https://www.luxtude.com
lynskey,Cycling,Lynskey,https://lynskeyperformance.com
ma-recordings,Audiophile/Hi-Res Label,MA Recordings,https://www.marecordings.com
mad-science-pen-co,Pens & Writing,Mad Science Pen Co.,https://madsciencepenco.com
made-in,Cookware,Made In,https://madeincookware.com
made-of,Baby Care,Made Of,https://madeof.com
madman-entertainment,Movies & TV,Madman Entertainment,https://www.madman.com.au
magazine-heaven,Independent Bookstore,Magazine Heaven,https://www.magazineheaven.com
magic-sleek,Haircare,Magic Sleek,https://www.magicsleek.com
magid-glove-and-safety,Industrial Safety & PPE,Magid Glove & Safety,https://www.magidglove.com
magimix,Small Kitchen Appliances,Magimix,https://www.magimix.us
magna-tiles,Educational,Magna-Tiles,https://www.magnatiles.com
magnolia,Decor,Magnolia,https://magnolia.com
maiden-home,Furniture,Maiden Home,https://maidenhome.com
maiden-home-outdoor--2,Outdoor furniture,Maiden Home,https://maidenhome.com
maingear,Desktops/PCs/Builders,Maingear,https://www.maingearpc.com
maison-louis-marie,Fragrance,Maison Louis Marie,https://maisonlouismarie.com
major-fitness,Fitness & Gym,Major Fitness,https://www.major-fitness.com
makeblock,STEM,Makeblock,https://www.makeblock.com
makerbot,3D Printers & Additive Manufacturing,MakerBot,https://www.makerbot.com
makeup-by-mario,Makeup,Makeup by Mario,https://www.makeupbymario.com
mamagreen,Patio dining,Mamagreen,https://www.mamagreen.com
mandarake,Movies & TV,Mandarake,https://order.mandarake.co.jp/order/
manduka,Yoga,Manduka,https://www.manduka.com
manscaped,Men's Health,Manscaped,https://manscaped.com
manual,Men's Health,Manual,https://manual.co
maple-systems,Industrial Automation & PLC,Maple Systems,https://www.maplesystems.com
mara-beauty,Skincare,MARA Beauty,https://themarabeauty.com
marine-layer,Outdoor Apparel,Marine Layer,https://www.marinelayer.com
marky-sparky,STEM,Marky Sparky,https://markysparkytoys.com
marucci-sports,Team Sports,Marucci Sports,https://maruccisports.com
master-spas,Pools/hot tubs/swim spas,Master Spas,https://www.masterspas.com
matador,Outdoor Accessories,Matador,https://matadorup.com
matador-records,Record Label with Shop,Matador Records,https://www.matadorrecords.com
material-kitchen,Cookware,Material Kitchen,https://materialkitchen.com
matrix-lab,Keyboards,Matrix Lab,https://matrixlab.store
maverick-desk,Desks,Maverick Desk,https://www.maverickdesk.com
maytag,Washers/Dryers,Maytag,https://www.maytag.com
maelys,Skincare,Maëlys,https://www.maelyscosmetics.com
mcfarlane-toys,Action Figures,McFarlane Toys,https://mcfarlane.com
mcgee-and-co,Outdoor furniture,McGee & Co,https://www.mcgeeandco.com
mcmaster-carr,MRO Supplies,McMaster-Carr,https://www.mcmaster.com
mcnally-jackson,Independent Bookstore,McNally Jackson,https://www.mcnallyjackson.com
mcr-safety,Industrial Safety & PPE,MCR Safety,https://www.mcrsafety.com
mcsweeney-s,Small Press Publisher,McSweeney's,https://www.mcsweeneys.net
mdesign,Organization,mDesign,https://mdesignhomedecor.com
meater,Smart Home & Appliances,Meater,https://www.meater.com
medik8,Skincare,Medik8,https://www.medik8.com
mee-go,Feeding,Mee-go,https://mee-go.co.uk
megababe,Body Care,Megababe,https://megababebeauty.com
megger,Measurement & Test Instruments,Megger,https://www.megger.com
meiji-techno,Microscopy & Optics,Meiji Techno,https://www.meijitechno.com
mel-science,Educational Science & STEM,Mel Science,https://www.melscience.com
meletrix,Keyboards,Meletrix,https://meletrix.com
melgeek,Keyboards,MelGeek,https://www.melgeek.com
melville-house,Small Press Publisher,Melville House,https://www.mhpbooks.com
meri-meri,Nursery Decor,Meri Meri,https://merimeri.com
merit,Makeup,Merit,https://www.meritbeauty.com
mermade-hair,Haircare,Mermade Hair,https://www.mermadehair.com
messermeister,Kitchen Tools,Messermeister,https://www.messermeister.com
meta-quest,VR Hardware,Meta Quest,https://www.meta.com/quest
method,Cleaning Supplies,Method,https://methodhome.com
metolius,Climbing,Metolius,https://www.metoliusclimbing.com
mezco-toyz,Action Figures,Mezco Toyz,https://www.mezcotoyz.com
microcosm-publishing,Zine/Art Book Publisher,Microcosm Publishing,https://microcosmpublishing.com
microscope-com,Microscopy & Optics,Microscope.com,https://www.microscope.com
midea,HVAC/Portable AC/Heaters,Midea,https://www.midea.com/us
midori,Notebooks & Journals,Midori,https://www.midori-japan.co.jp
midtown-comics,Comic Book Store,Midtown Comics,https://www.midtowncomics.com
miele,Refrigerators,Miele,https://www.mieleusa.com
mikasa-sports,Team Sports,Mikasa Sports,https://mikasasports.com
mila,Air Purifiers,Mila,https://milacares.com
mile-high-comics,Comic Book Store,Mile High Comics,https://www.milehighcomics.com
milestone-films,Movies & TV,Milestone Films,https://www.milestonefilms.com
milk-makeup,Makeup,Milk Makeup,https://www.milkmakeup.com
milk-barn,Baby Clothing,Milk-Barn,https://milkbarnkids.com
milkweed-editions,Small Press Publisher,Milkweed Editions,https://milkweed.org
milliporesigma,Lab Equipment & Supplies,MilliporeSigma,https://www.sigmaaldrich.com
mindware,Educational,MindWare,https://www.mindware.com
misen,Cookware,Misen,https://misen.com
mit-press,Academic/University Press,MIT Press,https://mitpress.mit.edu
mizu,Outdoor Accessories,Mizu,https://mizulife.com
mk-professional,Haircare,MK Professional,https://mkprofessional.com
mobile-fidelity-sound-lab,Audiophile/Hi-Res Label,Mobile Fidelity Sound Lab,https://www.mofi.com
mockingbird,Strollers,Mockingbird,https://hellomockingbird.com
mode-designs,Keyboards,Mode Designs,https://modedesigns.com
modern-fertility,Women's Health,Modern Fertility,https://modernfertility.com
modernica,Planters/Pots,Modernica,https://modernica.net
modibodi,Feminine Care,Modibodi,https://modibodi.com
modiphius,Tabletop RPG,Modiphius,https://www.modiphius.net
mogix,Cell Phones & Accessories,Mogix,https://www.mogixaccessories.com
molekule,Air Purifiers,Molekule,https://molekule.com
molten,Team Sports,Molten,https://www.moltenusa.com
momentous,Vitamins & Supplements,Momentous,https://livemomentous.com
momotaro-apotheca,Women's Health,Momotaro Apotheca,https://momotaroapotheca.com
mondo,Action Figures,Mondo,https://mondoshop.com
mondo-collecti-2,Collectibles,Mondo,https://mondoshop.com
monrovia,Seeds/plants nurseries,Monrovia,https://www.monrovia.com
monsgeek,Keyboards,MonsGeek,https://www.monsgeek.com
montblanc,Pens & Writing,Montblanc,https://www.montblanc.com
monte-design,Furniture,Monte Design,https://montedesign.com
monte-design-nursery--2,Nursery Furniture,Monte Design,https://montedesign.com
montec-wear,Winter Sports,Montec Wear,https://www.montecwear.com
monti-kids,Baby Toys,Monti Kids,https://montikids.com
moo,Printing services (DTC),MOO,https://www.moo.com
moon-juice,Vitamins & Supplements,Moon Juice,https://moonjuice.com
moots,Cycling,Moots,https://moots.com
mora-ceramics,Dinnerware,Mora Ceramics,https://moraceramics.com
morrow-soft-goods,Bedding,Morrow Soft Goods,https://morrowsoftgoods.com
motion-industries,MRO Supplies,Motion Industries,https://www.motion.com
mount-it,Monitor Arms & Stands,Mount-It!,https://mount-it.com
mous,Cell Phones & Accessories,Mous,https://www.mous.co
mrcool,HVAC/Portable AC/Heaters,MrCool,https://mrcool.com
mrostop,MRO Supplies,MROStop,https://www.mrostop.com
mrs-meyer-s,Cleaning Supplies,Mrs. Meyer's,https://mrsmeyers.com
msi,Laptops,MSI,https://www.msi.com
mud-australia,Dinnerware,Mud Australia,https://mudaustralia.com
mushie,Baby/Infant,Mushie,https://mushie.com
mushie-feeding-2,Feeding,Mushie,https://mushie.com
music-direct,Audiophile/Hi-Res Label,Music Direct,https://www.musicdirect.com
mustela,Baby Care,Mustela,https://mustelausa.com
mute-bank,Record Label with Shop,Mute Bank,https://www.mutebank.co.uk
muuto,Decor,Muuto,https://www.muuto.com
mycharge,Cell Phones & Accessories,MyCharge,https://www.mycharge.com
mycomicshop,Comic Book Store,MyComicShop,https://www.mycomicshop.com
nama,Small Kitchen Appliances,Nama,https://namawell.com
narwal,Robotic Cleaners,Narwal,https://www.narwal.com
natalist,Women's Health,Natalist,https://natalist.com
native,Body Care,Native,https://www.nativecos.com
native-union,Cell Phones & Accessories,Native Union,https://www.native-union.com
native-union-cables-a-2,Cables/Adapters,Native Union,https://www.nativeunion.com
native-union-desk-acc-2,Desk Accessories & Organizers,Native Union,https://www.nativeunion.com
nature-hills,Seeds/plants nurseries,Nature Hills,https://www.naturehills.com
ncla-beauty,Bath/Shower,NCLA Beauty,https://nclabeauty.com
neat-method,Organization,Neat Method,https://neatmethod.com
neb-new-england-biolabs,Chemistry & Biology Supplies,NEB (New England Biolabs),https://www.neb.com
neca,Action Figures,NECA,https://necaonline.com
neighbor,Outdoor furniture,Neighbor,https://www.neighbor.com
nemo-equipment,Camping & Hiking Gear,Nemo Equipment,https://www.nemoequipment.com
nest-diapers,Baby Care,Nest Diapers,https://nestdiapers.com
nest-new-york,Candles & Scent,Nest New York,https://www.nestnewyork.com
nestig,Nursery Furniture,Nestig,https://nestig.com
netgear,Networking,Netgear,https://www.netgear.com
nette,Fragrance,Nette,https://nettenyc.com
new-directions,Small Press Publisher,New Directions,https://www.ndbooks.com
newbury-comics,Movies & TV,Newbury Comics,https://www.newburycomics.com
newbury-comics-independ-2,Independent Record Store - US,Newbury Comics,https://www.newburycomics.com
newport-fasteners,Industrial Fasteners,Newport Fasteners,https://www.newportfasteners.com
nexwear,Elderly Care,Nexwear,https://nexwear.com
ni-national-instruments,Measurement & Test Instruments,NI (National Instruments),https://www.ni.com
nikalab,Vitamins & Supplements,Nikalab,https://nikallab.com
nimble,Cell Phones & Accessories,Nimble,https://www.gonimble.com
ninja-tune,Record Label with Shop,Ninja Tune,https://www.ninjatune.net
ninjutso,Mice,Ninjutso,https://ninjutso.com
nis-america-store,Movies & TV,NIS America Store,https://store.nisamerica.com
nitecore,Cell Phones & Accessories,Nitecore,https://www.nitecore.com
niwaki,Garden tools,Niwaki,https://www.niwaki.com
nl-beauty,Makeup,NL Beauty,https://nlbeauty.bg
no-idea-records,Niche Genre Store,No Idea Records,https://www.noidearecords.com
no-2,Paper Goods,No. 2,https://no2.co
noblechairs,Gaming Chairs,noblechairs,https://www.noblechairs.com
noctua,Cooling/PC Parts,Noctua,https://noctua.at
noissue,Packaging & Shipping Supplies,Noissue,https://www.noissue.co
nomad,Outdoor Accessories,Nomad,https://nomadgoods.com
nomad-laptop-b-2,Laptop Bags,Nomad,https://nomadgoods.com
nomad-grills,Grills/BBQ,Nomad Grills,https://nomadgrills.com
nonesuch-records,Record Label with Shop,Nonesuch Records,https://www.nonesuch.com
nordic-knots,Decor,Nordic Knots,https://nordicknots.com
noreve,Cell Phones & Accessories,Noreve,https://www.noreve.com
norman-records,Independent Record Store - UK/EU,Norman Records,https://www.normanrecords.com
nosy-crow,Children's Bookstore,Nosy Crow,https://nosycrow.com
novelkeys,Keyboards,NovelKeys,https://novelkeys.com
ns-design,Orchestral,NS Design,https://www.thinkns.com
nuclear-blast,Record Label with Shop,Nuclear Blast,https://www.nuclearblast.com
nucleus-films,Movies & TV,Nucleus Films,https://www.nucleusfilms.com
nudient,Cell Phones & Accessories,Nudient,https://www.nudient.com
nuface,Tools/Devices,NuFace,https://www.mynuface.com
nuglas,Cell Phones & Accessories,NuGlas,https://www.nuglas.com.au
numark,DJ Gear,Numark,https://www.numark.com
numskull-geek-store,Collectibles,Numskull (Geek Store),https://www.geekstore.com
nuphy,Keyboards,NuPhy,https://nuphy.com
nuuna,Notebooks & Journals,Nuuna,https://www.nuuna.com
nuwave,Small Kitchen Appliances,NuWave,https://www.nuwavenow.com
nyrb,Small Press Publisher,NYRB,https://www.nyrb.com
oakywood,Cell Phones & Accessories,Oakywood,https://www.oakywood.shop
oakywood-desk-acc-2,Desk Accessories & Organizers,Oakywood,https://oakywood.shop
oars-alps,Men's Grooming,Oars + Alps,https://www.oarsandalps.com
oars-alps-men-s-he-2,Men's Health,Oars + Alps,https://oarsandalps.com
obsbot,Webcams,OBSBOT,https://www.obsbot.com
obvi,Vitamins & Supplements,Obvi,https://myobvi.com
oeuf,Nursery Furniture,Oeuf,https://oeufnyc.com
office-specialty,Office Specialty,Office Specialty,https://www.officespecialty.com
ohana-ukuleles,Ukuleles,Ohana Ukuleles,https://www.ohana-music.com
ohaus,Lab Equipment & Supplies,Ohaus,https://www.ohaus.com
ojook,Oral Care,Ojook,https://ojookcare.com
oldies-com,Movies & TV,Oldies.com,https://www.oldies.com
olive-films,Movies & TV,Olive Films,https://olivefilms.com
olly,Vitamins & Supplements,OLLY,https://olly.com
omega-engineering,Measurement & Test Instruments,Omega Engineering,https://www.omega.com
omega-juicers,Small Kitchen Appliances,Omega Juicers,https://omegajuicers.com
omnicharge,Cell Phones & Accessories,Omnicharge,https://www.omnicharge.co
omnitype,Keyboards,Omnitype,https://omnitype.com
omnivore-books,Specialty Bookstore,Omnivore Books,https://www.omnivorebooks.com
omoton,Cell Phones & Accessories,Omoton,https://www.omoton.com
on,Running,On,https://www.on-running.com
onlinelabels-com,Labels & Markers & Highlighters,OnlineLabels.com,https://www.onlinelabels.com
onsen,Bath,Onsen,https://onsentowel.com
ooly,Arts & Crafts,Ooly,https://www.ooly.com
ooni,Smart Home & Appliances,Ooni,https://ooni.com
ooni-pizza-ov-2,Pizza ovens,Ooni,https://ooni.com
opal,Webcams,Opal,https://opalcamera.com
opinel,Kitchen Tools,Opinel,https://www.opinel-usa.com
orbit-dvd,Movies & TV,Orbit DVD,https://www.orbitdvd.com
orbitkey,Desk Accessories & Organizers,Orbitkey,https://www.orbitkey.com
orca-coolers,Outdoor Accessories,Orca Coolers,https://orcacoolers.com
oreck,Vacuums,Oreck,https://www.oreck.com
origin-pc,Desktops/PCs/Builders,Origin PC,https://www.originpc.com
oru-kayak,Watersports,Oru Kayak,https://www.orukayak.com
oscilloscope-laboratories,Movies & TV,Oscilloscope Laboratories,https://www.oscilloscope.net
oster,Microwaves/Toaster Ovens,Oster,https://www.oster.com
ostrya,Outdoor Apparel,Ostrya,https://ostryaequipment.com
ouai,Haircare,OUAI,https://theouai.com
our-place,Cookware,Our Place,https://fromourplace.com
outdoor-vitals,Camping & Hiking Gear,Outdoor Vitals,https://outdoorvitals.com
outer,Furniture,Outer,https://liveouter.com
outer-outdoor--2,Outdoor furniture,Outer,https://liveouter.com
outland-living,Fire pits/outdoor heaters,Outland Living,https://outlandliving.com
ovii,Bath/Shower,Ovii,https://ovii.com
owlcrate,Book Subscription Box,OwlCrate,https://www.owlcrate.com
oxford-university-press,Academic/University Press,Oxford University Press,https://global.oup.com
p-mauriat,Wind Instruments,P. Mauriat,https://www.pmauriatmusic.com
packlane,Packaging & Shipping Supplies,Packlane,https://www.packlane.com
paizo,Tabletop RPG,Paizo,https://paizo.com
palram,Greenhouses/raised beds,Palram,https://www.palramcanopy.com
panasonic,Microwaves/Toaster Ovens,Panasonic,https://www.panasonic.com
pandasaurus-games,Board Games,Pandasaurus Games,https://pandasaurusgames.com
panzerglass,Cell Phones & Accessories,PanzerGlass,https://www.panzerglass.com
paper-mart,Packaging & Shipping Supplies,Paper Mart,https://www.papermart.com
papier,Stationery & Paper,Papier,https://www.papier.com
parachute,Bedding,Parachute,https://www.parachutehome.com
parade-organics,Baby Clothing,Parade Organics,https://parade.ca
paradox-arcades,Arcade Maker,Paradox Arcades,https://www.paradoxarcades.com
parasol,Baby Care,Parasol,https://parasolco.com
passion-planner,Planners,Passion Planner,https://passionplanner.com
patagonia,Outdoor Apparel,Patagonia,https://www.patagonia.com
patrick-ta-beauty,Makeup,Patrick Ta Beauty,https://patrickta.com
peaceable-kingdom,Educational,Peaceable Kingdom,https://www.mindware.com/brand/peaceable-kingdom
peak-design,Outdoor Accessories,Peak Design,https://www.peakdesign.com
peak-design-laptop-b-2,Laptop Bags,Peak Design,https://www.peakdesign.com
peel,Cell Phones & Accessories,Peel,https://www.buypeel.com
pela,Cell Phones & Accessories,Pela,https://www.pelacase.com
pelican-sport,Watersports,Pelican Sport,https://www.pelicansport.com
peloton,Fitness & Gym,Peloton,https://www.onepeloton.com
perelel,Vitamins & Supplements,Perelel,https://perelelhealth.com
perfora,Oral Care,Perfora,https://perfora.co.in
permanent-records,Independent Record Store - US,Permanent Records,https://www.permanentrecordsla.com
petzl,Climbing,Petzl,https://www.petzl.com
phaidon,Zine/Art Book Publisher,Phaidon,https://www.phaidon.com
phanteks,Cooling/PC Parts,Phanteks,https://www.phanteks.com
phantom-glass,Cell Phones & Accessories,Phantom Glass,https://www.phantom.glass
philips-hue,Outdoor lighting,Philips Hue,https://www.philips-hue.com
phlur,Fragrance,Phlur,https://phlur.com
phonica-records,Independent Record Store - UK/EU,Phonica Records,https://www.phonicarecords.com
piccadilly-records,Independent Record Store - UK/EU,Piccadilly Records,https://www.piccadillyrecords.com
piel-frama,Cell Phones & Accessories,Piel Frama,https://www.pielframa.com
pilgrim-surf-supply,Outdoor Apparel,Pilgrim Surf + Supply,https://pilgrimsurfsupply.com
pilot-pen,Pens & Writing,Pilot Pen,https://pilotpen.us
pioneer,HVAC/Portable AC/Heaters,Pioneer,https://www.pioneerminisplit.com
pioneer-dj,DJ Gear,Pioneer DJ,https://www.pioneerdj.com
pipette,Baby Care,Pipette,https://pipettebaby.com
pit-boss,Grills/BBQ,Pit Boss,https://pitboss-grills.com
pixio,Monitors,Pixio,https://www.pixiogaming.com
planet-mu,Record Label with Shop,Planet Mu,https://www.planet.mu
plantoys,Wooden,PlanToys,https://plantoys.com
play-asia,Import Shop,Play-Asia,https://www.play-asia.com
play-asia-movies-a-2,Movies & TV,Play-Asia,https://www.play-asia.com
playmonster,Card Games,PlayMonster,https://www.playmonster.com
plc-direct,Industrial Automation & PLC,PLC Direct,https://www.plcdirect.com
plow-and-hearth,Garden decor,Plow & Hearth,https://www.plowhearth.com
plugable,Cell Phones & Accessories,Plugable,https://www.plugable.com
plugable-docking--2,Docking stations/hubs,Plugable,https://plugable.com
plum-paper,Planners,Plum Paper,https://www.plumpaper.com
pny,Storage/SSDs,PNY,https://www.pny.com
poetry-foundation-shop,Specialty Bookstore,Poetry Foundation Shop,https://www.poetryfoundation.org
poketo,Stationery & Paper,Poketo,https://www.poketo.com
polywood,Outdoor furniture,Polywood,https://www.polywood.com
poppin,Desk Accessories & Organizers,Poppin,https://www.poppin.com
posh-peanut,Baby Clothing,Posh Peanut,https://poshpeanut.com
pottery-pots,Planters/Pots,Pottery Pots,https://www.potterypots.com
powell-s-books,Independent Bookstore,Powell's Books,https://www.powells.com
power-planter,Garden tools,Power Planter,https://powerplanter.com
power-up-gaming,Retro Game Retailer,Power Up Gaming,https://powerupgaming.ca
powerhouse-films-indicator,Movies & TV,Powerhouse Films (Indicator),https://www.powerhousefilms.co.uk
powertraveller,Cell Phones & Accessories,Powertraveller,https://www.powertraveller.com
powerxl,Small Kitchen Appliances,PowerXL,https://www.powerxlproducts.com
precision-record-pressing,Vinyl Pressing Plant,Precision Record Pressing,https://www.precisionpressing.com
prequel,Skincare,Prequel,https://prequelskin.com
presto,Small Kitchen Appliances,Presto,https://www.gopresto.com
primary,Baby Clothing,Primary,https://primary.com
princeton-record-exchange,Movies & TV,Princeton Record Exchange,https://www.prex.com
princeton-record-exchange-independ-2,Independent Record Store - US,Princeton Record Exchange,https://www.prex.com
princeton-university-press,Academic/University Press,Princeton University Press,https://press.princeton.edu
printed-matter,Zine/Art Book Publisher,Printed Matter,https://www.printedmatter.org
printful,Printing services (DTC),Printful,https://www.printful.com
proclamation-goods,Cookware,Proclamation Goods,https://proclamationgoods.com
prodigy-games,Trading Cards,Prodigy Games,https://www.prodigygames.com
profitec,Espresso Machines,Profitec,https://www.profitec-espresso.com
promega,Chemistry & Biology Supplies,Promega,https://www.promega.com
prose,Haircare,Prose,https://prose.com
proven-winners,Seeds/plants nurseries,Proven Winners,https://www.provenwinners.com
prusa-research,3D Printers & Additive Manufacturing,Prusa Research,https://www.prusa3d.com
psprint,Printing services (DTC),PsPrint,https://www.psprint.com
public-supply,Stationery & Paper,Public - Supply,https://public-supply.com
public-goods,Bath,Public Goods,https://www.publicgoods.com
public-goods-cleaning-2,Cleaning Supplies,Public Goods,https://publicgoods.com
pulsar,Mice,Pulsar,https://www.pulsar.gg
puori,Vitamins & Supplements,Puori,https://puori.com
pura,Candles & Scent,Pura,https://www.trypura.com
puracy,Cleaning Supplies,Puracy,https://puracy.com
puzz,Puzzles,Puzz,https://puzz.com
pwnage,Mice,Pwnage,https://pwnage.com
pyramex-safety,Industrial Safety & PPE,Pyramex Safety,https://www.pyramexsafety.com
qanba,Controllers,Qanba,https://www.qanba.com
qiagen,Chemistry & Biology Supplies,Qiagen,https://www.qiagen.com
qnap,Networking,QNAP,https://www.qnap.com
quality-arcades,Arcade Maker,Quality Arcades,https://www.qualityarcades.com
quartet,Whiteboards & Cork boards,Quartet,https://www.quartet.com
quill-and-fox,Stationery & Paper,Quill & Fox,https://quillandfox.com
quince,Bedding,Quince,https://www.quince.com
quincy-mae,Baby Clothing,Quincy Mae,https://quincymae.com
quip,Oral Care,Quip,https://getquip.com
r-and-r-games,Board Games,R&R Games,https://rnrgames.com
rabbit,Running,Rabbit,https://www.runinrabbit.com
rachio,Lawn care equipment/mowers,Rachio,https://www.rachio.com
rad-power-bikes,Cycling,Rad Power Bikes,https://www.radpowerbikes.com
radians,Industrial Safety & PPE,Radians,https://www.radians.com
radio-flyer,Outdoor,Radio Flyer,https://www.radioflyer.com
radtec,Fire pits/outdoor heaters,Radtec,https://www.radtec.net
radwell-international,Industrial Automation & PLC,Radwell International,https://www.radwell.com
rael,Feminine Care,Rael,https://getrael.com
rama-works,Keyboards,RAMA WORKS,https://ramaworks.com
rancilio,Espresso Machines,Rancilio,https://www.ranciliogroup.com
rane,DJ Gear,Rane,https://www.rane.com
rapidx,Cell Phones & Accessories,RapidX,https://www.rapidx.io
raptic,Cell Phones & Accessories,Raptic,https://www.rapticstrong.com
raptis-rare-books,Used/Rare Bookseller,Raptis Rare Books,https://www.raptisrarebooks.com
rare-beauty,Makeup,Rare Beauty,https://www.rarebeauty.com
rarewaves,Movies & TV,Rarewaves,https://www.rarewaves.com
rascal-friends,Baby Care,Rascal + Friends,https://rascalandfriends.com
rasputin-music,Independent Record Store - US,Rasputin Music,https://www.rasputinmusic.com
ravensburger,Board Games,Ravensburger,https://www.ravensburger.com
ravpower,Cell Phones & Accessories,RavPower,https://www.ravpower.com
razer,Controllers,Razer,https://www.razer.com
rc-fastener,Industrial Fasteners,RC Fastener,https://www.rcfastener.com
realforce,Keyboards,Realforce,https://www.realforce.co.jp/en
reaper-miniatures,Tabletop RPG,Reaper Miniatures,https://www.reapermini.com
reckless-records,Movies & TV,Reckless Records,https://www.reckless.com
reckless-records-independ-2,Independent Record Store - US,Reckless Records,https://www.reckless.com
record-city-japan,Independent Record Store - Asia/Other,Record City Japan,https://www.recordcity.jp
record-grouch,Independent Record Store - US,Record Grouch,https://www.recordgrouch.com
red-lion-controls,Industrial Automation & PLC,Red Lion Controls,https://www.redlion.net
red-paddle-co,Watersports,Red Paddle Co,https://redpaddleco.com
redeye-records,Independent Record Store - UK/EU,Redeye Records,https://www.redeyerecords.co.uk
reel-paper,Paper Goods,Reel Paper,https://reelpaper.com
reference-recordings,Audiophile/Hi-Res Label,Reference Recordings,https://www.referencerecordings.com
rejuvenation,Decor,Rejuvenation,https://www.rejuvenation.com
relapse-records,Record Label with Shop,Relapse Records,https://www.relapse.com
reloop,DJ Gear,Reloop,https://www.reloop.com
renegade-game-studios,Board Games,Renegade Game Studios,https://renegadegamestudios.com
renoun-skis,Winter Sports,Renoun Skis,https://renoun.com
rep-fitness,Fitness & Gym,Rep Fitness,https://www.repfitness.com
resident-music,Independent Record Store - UK/EU,Resident Music,https://www.resident-music.com
restoration-games,Board Games,Restoration Games,https://restorationgames.com
retro-city-games,Retro Game Retailer,Retro City Games,https://retrocitygames.com
retro-games-uk,Retro Game Retailer,Retro Games UK,https://www.retrogames.co.uk
retro-vgames,Retro Game Retailer,Retro vGames,https://retrovgames.com
retro-cade,Arcade Maker,Retro-Cade,https://www.retro-cade.com
revhq,Niche Genre Store,RevHQ,https://www.revhq.com
revival-rugs,Decor,Revival Rugs,https://www.revivalrugs.com
rhode,Skincare,Rhode,https://www.rhode skin.com
rhodia,Notebooks & Journals,Rhodia,https://www.rhodiapads.com
riccar,Vacuums,Riccar,https://www.riccar.com
richmond-and-finch,Cell Phones & Accessories,Richmond & Finch,https://www.richmondfinch.com
rifle-paper-co,Stationery & Paper,Rifle Paper Co.,https://riflepaperco.com
rightstuf-anime-legacy-link,Movies & TV,RightStuf Anime (Legacy link),https://www.rightstufanime.com
riley-home,Bath,Riley Home,https://rileyhome.com
rise-gardens,Urban gardening,Rise Gardens,https://risegardens.com
ritual,Wellness,Ritual,https://ritual.com
ritual-vitamins-2,Vitamins & Supplements,Ritual,https://ritual.com
rizzoli-bookstore,Specialty Bookstore,Rizzoli Bookstore,https://www.rizzolibookstore.com
roa,Outdoor Apparel,ROA,https://www.roa-hiking.com
roborock,Robotic Cleaners,Roborock,https://www.roborock.com
robot-coupe,Small Kitchen Appliances,Robot Coupe,https://www.robot-coupe.com
rocket-espresso,Espresso Machines,Rocket Espresso,https://www.rocket-espresso.com
rogue-fitness,Fitness & Gym,Rogue Fitness,https://www.roguefitness.com
rolling-square,Cell Phones & Accessories,Rolling Square,https://www.rollingsquare.com
rolling-square-cables-a-2,Cables/Adapters,Rolling Square,https://rollingsquare.com
roman,Men's Health,Roman,https://ro.co
romoss,Cell Phones & Accessories,Romoss,https://www.romoss.com
rooted,Seeds/plants nurseries,Rooted,https://heyrooted.com
roterunner,Planners,Roterunner,https://roterunner.com
rough-trade-uk,Independent Record Store - UK/EU,Rough Trade UK,https://www.roughtrade.com/en-gb
rough-trade-us,Independent Record Store - US,Rough Trade US,https://www.roughtrade.com/en-us
rowenta,Small Kitchen Appliances,Rowenta,https://www.rowentausa.com
royal-botania,Patio dining,Royal Botania,https://www.royalbotania.com
royal-consumer-information,Shredders & Calculators,Royal Consumer Information,https://www.royal.com
rs-rs-group,MRO Supplies,RS (RS Group),https://us.rs-online.com
rtic-outdoors,Outdoor Accessories,RTIC Outdoors,https://rticoutdoors.com
ruggable,Decor,Ruggable,https://ruggable.com
ruggable-outdoor--2,Outdoor rugs/textiles,Ruggable,https://ruggable.com
rugs-usa,Decor,Rugs USA,https://www.rugsusa.com
russell-hazel,Desk Accessories & Organizers,Russell+Hazel,https://www.russellandhazel.com
